"","treatment","dose_uM","timeID","mean_time","mean_count","sd_count","mean_count_norm","sd_count_norm","mean_PI","sd_PI","mean_AnV","sd_AnV"
"168","DEM",40,42,62.436,1209.8815107197,225.287669675681,1.35645992554442,0.188041973160834,0.00137798563453115,0.00192455311666877,0.0500959962103055,0.0342644021869969
"169","DEM",80,1,0.944117647058824,906.724315444555,197.756269565639,1,0,0.0201289907370902,0.0229760826233771,0.0145215705180306,0.0200645858791352
"170","DEM",80,2,2.57647058823529,916.070704093089,197.068424715161,1.01154139467994,0.0276749436054177,0.0148587040921486,0.018473292752819,0.0273259451903328,0.0749177375138765
"171","DEM",80,3,4.20882352941176,925.581851099395,203.550653381898,1.02084640562358,0.0302538824410124,0.00961861080236606,0.0123675637231593,0.023572053532928,0.0463637673111909
"172","DEM",80,4,5.84117647058823,933.120155669,209.143167273916,1.02833276359295,0.0355270757618779,0.00604082497897035,0.0100397631400248,0.0168675519489601,0.0247121423235777
"173","DEM",80,5,7.47352941176471,953.343345780216,217.647343756506,1.04981895447222,0.04754800814772,0.00460560015466012,0.00834669704203785,0.0225191914866259,0.0357802628598652
"174","DEM",80,6,9.10588235294118,979.403690562246,221.540276799114,1.07884391884749,0.055180444738299,0.00353185468979605,0.00563185287685875,0.0262346221354536,0.0573305244169162
"175","DEM",80,7,10.7382352941176,995.852447639865,222.743556197275,1.09799238809281,0.0598074570344339,0.00308886657931332,0.00497088833752925,0.0294390479095122,0.061785686360895
"176","DEM",80,8,12.3705882352941,1009.58962579529,222.814161865013,1.11419636152567,0.0649869601402641,0.00222458011833069,0.00372013980428958,0.0312901244343698,0.0731163499574023
"177","DEM",80,9,14.0029411764706,1028.69981463708,224.795887033408,1.1355003465167,0.0699950089608619,0.00159032920807249,0.00255386964156166,0.02440262479887,0.0344876226799172
"178","DEM",80,10,15.7117647058824,1046.11866692391,222.679268481057,1.15597723133768,0.0656466669599899,0.00123897254974119,0.0020982504965246,0.0261627959342381,0.0370870608098286
"179","DEM",80,11,17.3909090909091,1050.02747378797,223.554126517018,1.16216131120852,0.0738644838043443,0.00121674570805034,0.00174898799897056,0.0295199512444268,0.0557045438263246
"180","DEM",80,12,19.0588235294118,1072.48181252605,216.378939759191,1.18834646891718,0.0767311327060871,0.00121748588385382,0.00171304137266613,0.028502941994515,0.0352231545517886
"181","DEM",80,13,20.6911764705882,1076.7916016825,215.65627077674,1.19393547188872,0.0844244773216687,0.00117876173400028,0.00144277752520739,0.0290942791162365,0.0330051688595086
"182","DEM",80,14,22.3235294117647,1088.71275391696,218.175189612566,1.2068628280182,0.0811485958905062,0.00136371981272454,0.00197552982205938,0.0326357711777961,0.0483356041010406
"183","DEM",80,15,23.9558823529412,1090.94922148642,216.842867381213,1.20973161782763,0.0803451179761778,0.00127415148330614,0.00169793482738767,0.0330053057315714,0.0408202010410593
"184","DEM",80,16,25.5882352941176,1095.44674206954,212.82144833944,1.21555345880232,0.0809805825157792,0.00124331522068507,0.00178094019818527,0.0334159078083115,0.034188055998393
"185","DEM",80,17,27.2205882352941,1102.14583508751,206.344787121469,1.22555834305522,0.0893506475906626,0.00129178781457272,0.00191498896424795,0.0336918953170593,0.0355617524363173
"186","DEM",80,18,28.8529411764706,1097.91220195134,206.220929561747,1.22192022895589,0.0974954304658166,0.00166737620798282,0.00210523759864098,0.0379420660438614,0.0429319907207001
"187","DEM",80,19,30.4852941176471,1106.84782037565,210.214371988266,1.23126941366992,0.102384988318474,0.00156768488062866,0.0023289223414102,0.0366125374136828,0.0314603787787497
"188","DEM",80,20,32.1176470588235,1111.10425573031,210.472005100917,1.23647542411412,0.103977067619593,0.0020767048217245,0.00364612304821427,0.0381912198517352,0.0306858770080703
"189","DEM",80,21,33.8617647058824,1111.49649688536,207.941637172869,1.23723999228164,0.104509191542568,0.00196915646734808,0.00340928413864959,0.0384998259532489,0.0348214062629999
"190","DEM",80,22,35.4941176470588,1116.25579986493,204.121685236749,1.24462315014086,0.111925328029434,0.00222691506092663,0.00365418695175694,0.0398966519948707,0.0346616884432694
"191","DEM",80,23,37.1264705882353,1110.91937362192,203.986595036162,1.2396486101347,0.123152862203025,0.00188655308373863,0.0030733781803546,0.0416508479550596,0.0357623238960798
"192","DEM",80,24,38.7588235294118,1112.81664486271,205.991014005879,1.24150839358839,0.126464568440408,0.00192364351665092,0.00388712961127204,0.044189503374787,0.0398177904109346
"193","DEM",80,25,40.3911764705882,1120.7200278452,205.723081127984,1.25162735464539,0.133835795298847,0.00210163700464422,0.00415169378500393,0.0468902433092109,0.0439119635284946
"194","DEM",80,26,42.0235294117647,1115.20038016798,211.730154827433,1.24445654630636,0.138070980272916,0.00219522627778075,0.00407023963721769,0.0465224194121173,0.0384816108297769
"195","DEM",80,27,43.6558823529412,1111.3915723083,207.591129568309,1.24206656242485,0.143204220222345,0.00241367559483704,0.00499554204921579,0.048973564392401,0.0380301296886345
"196","DEM",80,28,45.2882352941176,1112.57806978385,212.489231761271,1.24284904021439,0.146973731008744,0.0026113872044464,0.00579452796229287,0.0499707827386855,0.0391495419583091
"197","DEM",80,29,46.9205882352941,1106.17657927947,214.080368970175,1.23565613793515,0.150547337201887,0.00281470322128001,0.00643949493504384,0.0503160785757314,0.0419406546156774
