"treatment"	"dose_uM"	"cell_line"	"plateID"	"replID"	"timeID"	"timeAfterExposure"	"cell_count"	"GFP_int"	"norm_count"	"dose_level"
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"22"	32.5	1129.22123104371	0.346879088016404	0.276150009456922	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"23"	34	1150.02228047182	0.34414836186459	0.294403106901981	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"24"	35.5	1153.78782608696	0.351308987476554	0.297672082029484	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"25"	37	1151.44589877836	0.319583744224026	0.295640246307988	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"26"	38.5	1191.20616814533	0.326656136011498	0.329588170859232	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"27"	40	1156.93579175705	0.336578113125985	0.300396741606479	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"28"	41.5	1165.99312123818	0.359772904949928	0.308194978849399	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"29"	43	1180.44680851064	0.34786542602653	0.32051480847865	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"30"	44.5	1188.93752638244	0.344853845826261	0.327681863727332	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"31"	46	1185.32867429055	0.351928512844135	0.32464188879098	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"32"	47.5	1200.80801335559	0.362821421796097	0.337616465053456	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"33"	49	1208.98507462687	0.347365577566844	0.34440301672585	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"34"	50.5	1189.24114671164	0.344916120307021	0.327937202263734	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"35"	52	1213.83106154482	0.339407829837383	0.348403314815234	3
